Name,Owner,URL,Description
POO-Unifacisa,nathangoncalvesleon,https://github.com/nathangoncalvesleon/POO-Unifacisa,Repositório contendo conceitos e exemplos de programas com orientação a objetos.
ouvidoria_unifacisa,Ellifas,https://github.com/Ellifas/ouvidoria_unifacisa,
exercicio_unifacisabee,Ellifas,https://github.com/Ellifas/exercicio_unifacisabee,
MAP-UNIFACISA,felipemalheirosb,https://github.com/felipemalheirosb/MAP-UNIFACISA,
unifacisa-arquitetura,daniel-abella,https://github.com/daniel-abella/unifacisa-arquitetura,Repositório da Disciplina de Arquitetura de Software (UniFacisa)
hackathon-unifacisa,sdteotonio,https://github.com/sdteotonio/hackathon-unifacisa,
Poo-Unifacisa,alanielnascimento,https://github.com/alanielnascimento/Poo-Unifacisa,Exercícios
TESI-UNIFACISA,DWA-GIT,https://github.com/DWA-GIT/TESI-UNIFACISA,Aulas da disciplina de TESI
Unifacisa-DSI-Spring-Cloud,YagoMuniz,https://github.com/YagoMuniz/Unifacisa-DSI-Spring-Cloud,
PraticasProg-Unifacisa,antonio0991,https://github.com/antonio0991/PraticasProg-Unifacisa,Atividades da disciplina de Práticas de Programação do curso de Sistemas de Informação da Unifacisa
p2-Unifacisa,wagnersistemalima,https://github.com/wagnersistemalima/p2-Unifacisa,":hammer:  :wrench: ... Repositório com conteúdo abordado na disciplina de programação 2- Java, do curso de Sistemas de informação da Unifacisa :man_student:"
Me-ouve-Unifacisa,tiagosousagomes,https://github.com/tiagosousagomes/Me-ouve-Unifacisa,
TESI-UNIFACISA,DWA-GIT,https://github.com/DWA-GIT/TESI-UNIFACISA,Aulas da disciplina de TESI
POO-Unifacisa,rodrigofagostinho,https://github.com/rodrigofagostinho/POO-Unifacisa,
Projeto-Unifacisa,Dellg,https://github.com/Dellg/Projeto-Unifacisa,
TESI-TAP,YagoMuniz,https://github.com/YagoMuniz/TESI-TAP,Repositórios de projetos da Unifacisa
tabd-unifacisa,victor-maciel,https://github.com/victor-maciel/tabd-unifacisa,Destinado a disciplina de Tópicos avançados de banco de dados
unifacisa-www,Samuelmv13,https://github.com/Samuelmv13/unifacisa-www,
unifacisa-python,darllinsonazvd,https://github.com/darllinsonazvd/unifacisa-python,Python programs from Unifacisa's Structured Language course.
Mobile-Unifacisa,alanielnascimento,https://github.com/alanielnascimento/Mobile-Unifacisa,"Aplicação utilizando Ionic, Angular e banco de dados Firebase."
Hackathon-Unifacisa,DoglasProg,https://github.com/DoglasProg/Hackathon-Unifacisa,
unifacisa-map,victor-maciel,https://github.com/victor-maciel/unifacisa-map,Destinado as atividades da disciplina de Métodos Avançados de Programação (MAP) na UNIFACISA.
TABD-UNIFACISA,felipemalheirosb,https://github.com/felipemalheirosb/TABD-UNIFACISA,Atividade 01
desafio-unifacisa,MatheusRSousa,https://github.com/MatheusRSousa/desafio-unifacisa,API desenvolvida com o intuito de manipular contas usando JAVA e Spring Boot e adotando as boas praticas de desenvolvimento REST
Ouvidoria_Unifacisa,pedrohdfm,https://github.com/pedrohdfm/Ouvidoria_Unifacisa,Projeto de ouvidoria programada em Java utilizando POO.
Protocolo-UniFacisa,andersonribeirosi,https://github.com/andersonribeirosi/Protocolo-UniFacisa,
unifacisa-TAP-2019.1,Rafael0360,https://github.com/Rafael0360/unifacisa-TAP-2019.1,
P2-UniFacisa,DaniellAngelo,https://github.com/DaniellAngelo/P2-UniFacisa,JAVA
P3-UniFacisa,MTHias0,https://github.com/MTHias0/P3-UniFacisa,Atividades em Java ministradas pelo professor Daniel Abella
MAP,Fernandabmp,https://github.com/Fernandabmp/MAP,Repositório destinado às atividades de MAP - Unifacisa
unifacisa-p3,wando777,https://github.com/wando777/unifacisa-p3,This is our first class repository in P3
P2-unifacisa---Emanoel,Emanowell,https://github.com/Emanowell/P2-unifacisa---Emanoel,Java
P2-UNIFACISA,dantas-726,https://github.com/dantas-726/P2-UNIFACISA,Conteúdos relacionados a P2 
P2-Unifacisa,LucasMayer02,https://github.com/LucasMayer02/P2-Unifacisa,Repositório para depositar resumos e exercícios da cadeira de Programação II
P2-Unifacisa,esthermoreira9,https://github.com/esthermoreira9/P2-Unifacisa,Repositório com conteúdos da disciplina de Programação 2.
P2-Unifacisa,pessoadoo,https://github.com/pessoadoo/P2-Unifacisa,"Repositório que aborda conteúdo da disciplina P2 da Unifacisa, aqui são abordados conteúdos de Programação orientada a objetos, na linguagem computacional Java."
UniFacisaBlog,VMedeiros,https://github.com/VMedeiros/UniFacisaBlog,Blog da Unifacisa desenvolvido para a disciplina de DotNet
P3-Unifacisa,thayanenns,https://github.com/thayanenns/P3-Unifacisa,Repositório da disciplina de P3
p2-unifacisa,oGabePereira,https://github.com/oGabePereira/p2-unifacisa,
projeto-atal-unifacisa,rodolfoams,https://github.com/rodolfoams/projeto-atal-unifacisa,Repositório com questões do projeto da disciplina de Análise e Técnica de Algoritmos.
P2-Unifacisa,Ronyelson,https://github.com/Ronyelson/P2-Unifacisa,
P2-UniFacisa,keltyfalcao99,https://github.com/keltyfalcao99/P2-UniFacisa,
FrontActivitiesUnifacisa,Palc3301,https://github.com/Palc3301/FrontActivitiesUnifacisa,Front Activities
web-service-rest-unifacisa,pedrohpdo,https://github.com/pedrohpdo/web-service-rest-unifacisa,
unifacisa-p3,Daniellimap402,https://github.com/Daniellimap402/unifacisa-p3,
P2-UNIFACISA,Joao-Normando,https://github.com/Joao-Normando/P2-UNIFACISA,
unifacisa-arquitetura-software,renataaleao,https://github.com/renataaleao/unifacisa-arquitetura-software,Arquitetura de Software - Microservice 
poo3-unifacisa,darllinsonazvd,https://github.com/darllinsonazvd/poo3-unifacisa,
Unifacisa-P3,lucasfragoso7,https://github.com/lucasfragoso7/Unifacisa-P3,
P2-UNIFACISA,pedroagra7,https://github.com/pedroagra7/P2-UNIFACISA,
P2-UNIFACISA,Laize-ns,https://github.com/Laize-ns/P2-UNIFACISA,
P3-Unifacisa,esthermoreira9,https://github.com/esthermoreira9/P3-Unifacisa,Repositório com conteúdos da disciplina de Programação 3 da Unifacisa
unifacisa-3d-advanced,grandtrigger,https://github.com/grandtrigger/unifacisa-3d-advanced,
Projeto-Unifacisa-Informe,JoseHumbertoJr,https://github.com/JoseHumbertoJr/Projeto-Unifacisa-Informe,Projeto 2019.1 incompleto
unifacisa-poo-2,darllinsonazvd,https://github.com/darllinsonazvd/unifacisa-poo-2,Java programs from Unifacisa's Advanced POO course.
Comercio-Java-Armando-Unifacisa,lealgabryell,https://github.com/lealgabryell/Comercio-Java-Armando-Unifacisa,"Codigo em Java para criacao de comercio onde adicionamos items e suas carcteristicas. Projeto referente ao Modulo 2 do curso de Sistemas de informacao, na Unifacisa-PB, professor Armando Agra. "
Unifacisa_DSIED_2016.1,emanuelgandrade,https://github.com/emanuelgandrade/Unifacisa_DSIED_2016.1,"T.E.S.I. (DES. DE SISTEMAS DE INFORMAÇÃO, ENFOQUE DOTNET) 2016.1"
UNIFACISA-P3,felipemalheirosb,https://github.com/felipemalheirosb/UNIFACISA-P3,Repositório de atividades da disciplina de Programação 3
P2-Unifacisa,barbarafarias523,https://github.com/barbarafarias523/P2-Unifacisa,
Programa-o-3---Unifacisa,barbarafarias523,https://github.com/barbarafarias523/Programa-o-3---Unifacisa,Repositório para inserir atividades de programação 3 da unifacisa.
meat-app-unifacisa,darllinsonazvd,https://github.com/darllinsonazvd/meat-app-unifacisa,"Food delivery application developed using HTML, CSS and TypeScript using Angular 15 framework and Tailwind CSS as styling library.  Developed in order to be used as an evaluation of the Web Frontend Programming competence of the Information Systems course at Unifacisa."
unifacisa-visao-computacional,adrianosantospb,https://github.com/adrianosantospb/unifacisa-visao-computacional,Repositório das aulas do curso de especialização em Ciencia de Dados da UNIFACISA
Programacao-2-Unifacisa,antonio0991,https://github.com/antonio0991/Programacao-2-Unifacisa,
p2-unifacisa,vitorscherf,https://github.com/vitorscherf/p2-unifacisa,
unifacisa-dotnet-2019.1,Rafael0360,https://github.com/Rafael0360/unifacisa-dotnet-2019.1,
unifacisa-p3,Andriws-Miranda,https://github.com/Andriws-Miranda/unifacisa-p3,
P2-UNIFACISA,Samega18,https://github.com/Samega18/P2-UNIFACISA,Conteúdos do 2º periodo em programacao
ouvidoria-java-unifacisa,pedrohpdo,https://github.com/pedrohpdo/ouvidoria-java-unifacisa,"Aplicação CRUD com uma implementação de um sistema de ouvidoria, utilizando linguagem Java manipulando dados através de um banco de dados MySQL"
ouvidoria,olamund0,https://github.com/olamund0/ouvidoria,Project Python and MySQL at Unifacisa University
frontHackathonUnifacisa2018,danielFacisa,https://github.com/danielFacisa/frontHackathonUnifacisa2018,Front-End
P2-Unifacisa,Lucasdevs,https://github.com/Lucasdevs/P2-Unifacisa,POO-Java
design-patterns-unifacisa,RaphaelEduardo,https://github.com/RaphaelEduardo/design-patterns-unifacisa,"Repositório destinado aos conhecimentos adquiridos na disciplina de Design de Software do curso de Sistemas de Informação - Unifacisa, utilizando a linguagem Java."
ATAL---Analise-e-Tecnica-de-Algoritmo-,Fernandabmp,https://github.com/Fernandabmp/ATAL---Analise-e-Tecnica-de-Algoritmo-,Repositório da disciplina ATAL da UniFacisa
MicrosservicesP2,Joao-Normando,https://github.com/Joao-Normando/MicrosservicesP2,Aplicação com microsservices para desafio p2 unifacisa
Ouvidoria_fase1,thiago-ribeiro1,https://github.com/thiago-ribeiro1/Ouvidoria_fase1,Projeto de Ouvidoria (Unifacisa) - Fase 1
UNIFACISA-P3,jhonataferreira123,https://github.com/jhonataferreira123/UNIFACISA-P3,
Exercicio-Disciplina-Map-UNIFACISA,emanuel-rodrigues,https://github.com/emanuel-rodrigues/Exercicio-Disciplina-Map-UNIFACISA,
ListasProgramcao2Unifacisa,joserobertobbezerrajnr,https://github.com/joserobertobbezerrajnr/ListasProgramcao2Unifacisa,
api-teste-unifacisa,edsonfilho93,https://github.com/edsonfilho93/api-teste-unifacisa,REST API para o gerenciamento de transações entre contas desenvolvida com java
GestaoBancariaUnifacisa,jessicatorreslima,https://github.com/jessicatorreslima/GestaoBancariaUnifacisa,Arquivos da prova prática da seleção UNIFACISA
P3---Unifacisa,Ysla-Souza,https://github.com/Ysla-Souza/P3---Unifacisa,
Site-Basico_Unifacisa,luisfilipemenezes,https://github.com/luisfilipemenezes/Site-Basico_Unifacisa,
OuvidoriaUnifacisaBrazil,medeiroscaio,https://github.com/medeiroscaio/OuvidoriaUnifacisaBrazil,Ouvidoria in python
atividade_JS_Unifacisa,IzarAlmeidaBP,https://github.com/IzarAlmeidaBP/atividade_JS_Unifacisa,
TreinamentoBack_End,jknery,https://github.com/jknery/TreinamentoBack_End,Repositório Utilizado Durante Treinamento BackEnd UNIFACISA
SistemasDeVendas,MatheusRSousa,https://github.com/MatheusRSousa/SistemasDeVendas,Sistemas de vendas criado nos treinamentos unifacisa
ClinicaOdontologica,pedromrj,https://github.com/pedromrj/ClinicaOdontologica,Programa para disciplina de DotNet Unifacisa.
Ouvidoria_fase2,thiago-ribeiro1,https://github.com/thiago-ribeiro1/Ouvidoria_fase2,Projeto de Ouvidoria (Unifacisa) - Fase 2
Ed-Fisica-Unifacisa,wollycg,https://github.com/wollycg/Ed-Fisica-Unifacisa,subindo
Unifacisa_TAP_2016.1,emanuelgandrade,https://github.com/emanuelgandrade/Unifacisa_TAP_2016.1,Unifacisa - T.E.S.I. (TÓPICOS AVANÇADOS EM PROGRAMAÇÃO) 2016.1
unifacisa-mobile-museu-master,joserobertobbezerrajnr,https://github.com/joserobertobbezerrajnr/unifacisa-mobile-museu-master,Projeto prova 01 
unifacisa-mobile-museu,arthuralveso,https://github.com/arthuralveso/unifacisa-mobile-museu,
Programa-o-3---Unifacisa,antonio0991,https://github.com/antonio0991/Programa-o-3---Unifacisa,Atividades da disciplina Programação 3 do curso Sistemas de Informação
Unifacisa-P3,jxvictor,https://github.com/jxvictor/Unifacisa-P3,
P2-Unifacisa,niverton-felipe,https://github.com/niverton-felipe/P2-Unifacisa,Repositório que contém o conteúdo trabalhado na disciplina P2 da Unifacisa. Aqui estudaremos majoritamente conteúdos relacionados à POO em Java.
UNIFACISA-P2,pedroagra7,https://github.com/pedroagra7/UNIFACISA-P2,
projeto-atal-unifacisa,LucasEros,https://github.com/LucasEros/projeto-atal-unifacisa,
web-rest-unifacisa,darllinsonazvd,https://github.com/darllinsonazvd/web-rest-unifacisa,
Unifacisa_TAP_2016.1,emanuelgandrade,https://github.com/emanuelgandrade/Unifacisa_TAP_2016.1,Unifacisa - T.E.S.I. (TÓPICOS AVANÇADOS EM PROGRAMAÇÃO) 2016.1
Ed-Fisica-Unifacisa,wollycg,https://github.com/wollycg/Ed-Fisica-Unifacisa,subindo
Programa-o-3---Unifacisa,antonio0991,https://github.com/antonio0991/Programa-o-3---Unifacisa,Atividades da disciplina Programação 3 do curso Sistemas de Informação
unifacisa-mobile-museu,arthuralveso,https://github.com/arthuralveso/unifacisa-mobile-museu,
unifacisa-mobile-museu-master,joserobertobbezerrajnr,https://github.com/joserobertobbezerrajnr/unifacisa-mobile-museu-master,Projeto prova 01 
Unifacisa-P3,jxvictor,https://github.com/jxvictor/Unifacisa-P3,
UNIFACISA-P2,pedroagra7,https://github.com/pedroagra7/UNIFACISA-P2,
P2-Unifacisa,niverton-felipe,https://github.com/niverton-felipe/P2-Unifacisa,Repositório que contém o conteúdo trabalhado na disciplina P2 da Unifacisa. Aqui estudaremos majoritamente conteúdos relacionados à POO em Java.
projeto-atal-unifacisa,LucasEros,https://github.com/LucasEros/projeto-atal-unifacisa,
web-rest-unifacisa,darllinsonazvd,https://github.com/darllinsonazvd/web-rest-unifacisa,
unifacisa-datastructures-subject-2020.1,NathanLCR,https://github.com/NathanLCR/unifacisa-datastructures-subject-2020.1,
Ouvidoria_fase3,thiago-ribeiro1,https://github.com/thiago-ribeiro1/Ouvidoria_fase3,Projeto de Ouvidoria (Unifacisa) - Fase 3
backend-imfit,RaphaelEduardo,https://github.com/RaphaelEduardo/backend-imfit,Projeto Integrado de Software - Unifacisa - 2023.1
PraticasProgramacao,matheushenriquelima,https://github.com/matheushenriquelima/PraticasProgramacao,Exercicios de Praticas de Programação da Unifacisa
